created_at,text,anotasi,is_kecelakaan
Sat Jul 05 05:32:25 +0000 2025,"ijin min buat yang berkendara di area depan malioboro mall hati hati ada senar layangan

(luthfann.m) https://t.co/JK1NeE86Zx",Etc,0
Sat Jul 05 04:20:38 +0000 2025,"Pencurian molen proyek min

Ini kejadian kedua kalinya, yang pertama angkong proyek berjumlah 2 buah, sudah proses laporan kepolisian+cek cctv sekitar proyek. Lokasi di kawedan bangunkerto turi sleman. Padahal molen proyek ini kaki2nya udah kecor. Didedel pake linggis. Jadi kemungkinan terorganisir. Terimakasih",Etc,0
Sat Jul 05 03:35:31 +0000 2025,https://t.co/ntsoIfwKRE,Etc,0
Sat Jul 05 02:31:39 +0000 2025,"Ijin melaporkan pasien Mr. X tanpa identitas korban laka tunggal di Jl. Wates tepatnya depan SGPLB Kalibayem Kasihan. Pasien saat ini kondisinya blm sadarkan diri. Sudah mendapatkan pertolongan dirawat di ICU RS PKU Muhammadiyah Gamping.
Mohon dibantu untuk posting agar segera mendapatkan titik temu keluarganya. Terimakasih Admin.",Kecelakaan,1
Sat Jul 05 01:48:16 +0000 2025,Ada drumband di titik 0 min jalan macet sampai di jl kauman https://t.co/rClo5WiPGY,Macet,0
Sat Jul 05 01:11:40 +0000 2025,"[Video] Detik detik pemindahan Mobil pak polisi  yang pagi tadi  turut menjadi korban dari oknum konco konco orange dan mas mas pelayar 

Lokasi TKP jalan Godean Sleman https://t.co/acq7SDOSMb",Etc,0
Fri Jul 04 23:47:47 +0000 2025,Hal hal di luar ekspektasi saat aksi konco konco driver orange tadi malam mencari mas mas pelayaran https://t.co/59LEvAxl4p,Etc,0
Fri Jul 04 22:49:33 +0000 2025,"[Breaking News] selamat pagi min tadi demo shopee di lampu merah godean salah satu oknum merusak fasilitas toko yang masih lingkup desaku dan saya sempat menegur (mas jangan ngerusak fasilitas toko) tapi tiba” saya malah dikeroyok sama oknum oren” dan saya minta itikad baiknya untuk oknum yang ngeroyok aku min🙏🏼

(Strjuang05)",Etc,0
Fri Jul 04 22:17:41 +0000 2025,[Breaking News] 05:13 Detik detik Mobil di balik di Bantulan Jl godean pagi ini https://t.co/KfVkECVbbY,Etc,0
Fri Jul 04 22:12:31 +0000 2025,"[Breaking News] 05:03 Terjadi Chaos di depan Gang mix Computer jalan Godean Sleman 

(Azumostofa) https://t.co/rmiw3v4agu",Etc,0
Fri Jul 04 22:12:16 +0000 2025,[Breaking News] 05:03 Terjadi Chaos di depan Gang mix Computer jalan Godean Sleman dekat rumah mas mas palayaran pagi ini https://t.co/H1fFCcR4y3,Etc,0
Fri Jul 04 21:56:23 +0000 2025,"[Breaking News] 04:51 Permohonan maaf dan klarifikasi dari mas mas pelayaran , simak video berikut https://t.co/YdK05HD4sr",Etc,0
Fri Jul 04 21:42:37 +0000 2025,"Saya berikan sedikit edukasi ya min…

Analisis Sederhana Kasus Driver ShopeeFood vs Orang Pelayaran

Kronologi singkat: Seorang customer yang mengaku “orang pelayaran” tidak terima pesanan telat 5 menit, memberi bintang 1, dan berkata arogan, “Saya orang pelayaran - tahu disiplin tidak?” Meski driver menjelaskan kondisi macet dan jenis orderan non-prioritas, customer tetap emosi, memicu cekcok, bentakan, hingga dugaan penganiayaan. Kasus ini viral dan memicu solidaritas: ratusan driver lain mendatangi rumah customer.

Analisis hukum: Customer dapat dikenakan Pasal 351 KUHP (Penganiayaan) dan Pasal 315 KUHP (Penghinaan). Namun karena ancaman hukuman di bawah 5 tahun, besar kemungkinan kasus ini diarahkan ke jalur restorative justice/perdamaian, dengan pelaku membayar ganti rugi atau kompensasi.

Saran: Korban sebaiknya didampingi tim kuasa hukum agar perlindungan hukum maksimal dan bisa merepresentasikan kepentingan para driver yang telah bersusah payah bersolidaritas. Terima kasih.

(Adv.faishol)",Macet,0
Fri Jul 04 21:26:27 +0000 2025,"[Breaking News] 04:00 Suasana Bantulan Godean , simpang pak pele dekat rumah mas mas pelayaran , masih di penuhi konco konco Orange

(Tmthy.stwrt) https://t.co/RaJQVdSQw0",Etc,0
Fri Jul 04 20:58:21 +0000 2025,03:38 Konco konco Orange sudah bergeser dari Polresta Sleman https://t.co/LLFSuLRAlF,Etc,0
Fri Jul 04 20:41:42 +0000 2025,"[Breaking News] 03:26 suasana Polres Sleman, mas mas pelayaran sudah muncul, namun suara klarifikasinya kurang kedengeran, habis itu di bawa masuk lagi https://t.co/6IWWb0PeLm",Etc,0
Fri Jul 04 19:56:22 +0000 2025,"[Breaking News] 02:50 Teman teman orange sudah sampai Polres Sleman , Masih berharap mas mas pelayaran mumcul 

(Rikchndra) https://t.co/QfngJRHW7l",Etc,0
Fri Jul 04 19:34:39 +0000 2025,"[Breaking News] 02:25 Konco konco orange Menuju polres sleman, berharap mas mas  pelayaran mucul

📸: teukuatlapar https://t.co/AH3KTmyOHm",Etc,0
Fri Jul 04 19:19:24 +0000 2025,02:16 Terpantau rumah mas mas pelayaran rate 1 pagi ini https://t.co/zE2Vph5EGz,Etc,0
Fri Jul 04 19:09:32 +0000 2025,"[Breaking News] 01:57 Konco konco orange sedikit kecewa dini hari ini, mas mas pelayaran belum muncul 

#Jogja #Yogyakarta #Merapi #merapiuncover
#merapinews
📸: @teukuatlapar https://t.co/E9lDsOYLmj",Etc,0
Fri Jul 04 18:42:06 +0000 2025,"01:35 Kondisi terkini depan rumah mas mas pelayaran , konco konco orange semakin banyak https://t.co/tmAjcuJytG",Etc,0
Fri Jul 04 18:41:40 +0000 2025,"[Breaking News] 01:17 Teman teman orange semakin banyak yang silahturahmi di rumah mas mas pelayaran

#jogja #yogyakarta #merapiuncover #merapi #merapinews https://t.co/VvYAxESrxi",Etc,0
Fri Jul 04 18:26:33 +0000 2025,"Sejumlah driver Shopee di Jogja mendatangi rumah seorang pria yang diduga melakukan perundungan terhadap driver Shopee perempuan. Kejadian bermula saat pelaku merasa pesanannya datang terlambat, hingga berujung cekcok mulut dan bahkan adu fisik.

Keluarga pelaku sempat mencoba melerai, tapi justru membuat suasana makin panas. Beruntung, warga setempat akhirnya turun tangan dan berhasil memisahkan mereka.

Hingga pukul 01.00 WIB, Sabtu (5/7), situasi di lokasi masih ramai oleh kehadiran para driver Shopee yang memprotes aksi pelaku.

(jogjakampusid)",Etc,0
Fri Jul 04 18:16:24 +0000 2025,[Breaking News] 01:12 kondisi terkini di rumah mas mas pelayaran semakin ramai https://t.co/jBneARR7k8,Etc,0
Fri Jul 04 17:44:40 +0000 2025,"[Breaking News] dulur dukur  orange malam ini sudah dilokasi dan rencana akan Mediasi 

#jogja #yogyakarta #merapiuncover https://t.co/eJXmgnhja5",Etc,0
Fri Jul 04 16:17:50 +0000 2025,"Kejadian yogyakarta, tgl 3 Juli 2025 Singkat cerita saya dan pacar saya kekampus mengurus keuangan dn keperluan lainnya. Jd dari pada harus bolak balik ketingan seturan, saya memutuskan untuk ikut pacar saya narik, selain itu jg ojol pasti tau kalau kondisi malam hari terkadang nganter sampai ke pelosok"" jadi saya berniat sekalian menemani. Sudah dpt beberapa orderan kami lanjut makan sebentar & membeli pakan untuk kucing kami di daerah godean krn kami tidak jadi mengambil SISTEM HUB dan memutuskan narik sembari arah pulang yaitu ketingan.  Saat membeli pakan kami dpt pesanan DOUBLE ORDER DARI SISTEM SHOPEE KARENA TERIMA OTOMATIS. Yang satu fore coffee dan yang satu special sambal. Niat hati pacar saya kasian sama yg order fore coffee nunggu lama krn dia pernah dpt orderan special sambal dan memang lama disiapkan bisa sampai 1 jam.  Oleh krn itu dia chat customer fore yg intinya menanyakan buru"" atau tidak dan juga menjelaskan dpt double order krn sistem. Tp customer langsung tlfn dan TIDAK MAU TAU hrs on time katanya *saya dengar sendiri dgn nada ketus. Pacar saya langsung buru"" dan ngebut untuk pick up orderan.  Sesampai di fore ternyata masih di proses, jd kita harus menunggu. Setelah fore selesai kami langsung ke SS, dan seperti yg sudah diduga pesanan masih on process dan kami harus menunggu lumayan lama. Kami jg sudah blg ke pihak resto kalau cstmr sudah marah"". Dan saya pun konfirmasi ke cstmr fore ""next time kalau buru"" bisa pesan yg prioritas ya kak🙏"". Saat chat itu cstmr tidak membalas lagi. Setelah ss selesai kami lngsung mengantar pesanan ke cstmr 1. *kondisi pacar saya ngebut. Berjalan lancar. Namun saat mengantar psanan kedua jln yg akan dilalui ini ternyata macet sekali, kata org disekitar krn ada kirab. Kita pun cari jalan lain dan muter untuk menghindari macet. Kami mencoba konfirmasi ke cstmr bahwa jalan macet sehingga kami sdng mencari jalan pintas. Cstmr tsb membalas ""biar bintang yang berbicara"". Dari chat ini dan saat dia tlfn saya sudah punya bad feeling. Kami telat -+ 5 menit dr estimasi shopee. Dan saya memutuskan untuk merekam hal ini. Ternyata benar sesampainya disana (bantulan) seperti yang divideo, pacar saya mencoba untuk memberikan pesanan dan mau langsung pergi. Tetapi cstmr tsb mlh menantang ""mau dikasih bintang brp mas?"" *dgn nada sengak.  Pacar saya menjawab ""bintang 5 mas kalo bisa krn ngaruh ke performa"" dan intinya seperti divideo. Saat pacar saya menjelaskan double order dr sistem dan masnya tidak percaya, saya ingin membantu menjelaskan apa itu DOUBLE ORDER TERIMA OTOMATIS, krn saya tau pacar saya kurang bisa dlm komunikasi yg baik. Tp mas tsb emosi dan seperti yg ada divideo kamu adu mulut dan mas tsb jg bilang ""aku pelayaran lho mbak"". Saya balas ""la trs ngopo mas nek pelayaran?"". Disitu mulai memanas. Keadaan semakin memanas dan ada satu org entah saudara atau kakak LAKI"" dr cstmr yg akhirnya tersulut, mengangkat kerah baju saya dan menyeret"" saya seperti divideo yg membuat tangan dan muka saya lecet"" akibat kuku. Ya betul yg melakukan tsb malah bukan org yg cekcok dgn saya.  Saya smpt shock dan blank rasanya, tdk tau apa dan siapa saja yg org"" tsb lakukan pd saya. Kejadian selanjutnya tidak terekam saat saya dijambak oleh salah satu bapak"" yg ada didalam video dan satu lagi saya tidak tau siapa yg menjambak. Saya hanya merasakan dijambak dibagian kiri dan kanan kepala saya. Dan hanya sempat menoleh ke arah bapak di kiri saya krn saya sembari bangun krn terseok"" ditarik"" kesana kemari sampai kacamata saya terlepas.  Saat saya sadar hp saya sudah tidak merekam dan memori saya full, saya mencoba untuk live di instagram. Namun tidak lama dr situ kami berhasil kabur krn sudah banyak warga yg datang dn mulai memisah. Krn sebelumnya yg mencoba ""sok"" memisahkan adalah keluarga pihak tsb tp malah berujung saya dikeroyok dan diintimidasi. Sy berharap masalah ini dapat di proses secepat dan seadil""nya oleh pihak yg berwenang. Krn kejadian ini tdk hanya luka fisik tetapi jg psikis 

(Sweetypie)",Macet,0
Fri Jul 04 16:01:44 +0000 2025,"info min, ini masih seputar senar
yo walaupun gak pake luka iki yo lumayan resiko. yang lihat post ini yo make sure ban e masing-masing 🥰

mohon sembunyikan username min, suwun 🙏🏻 https://t.co/ld8LeAb4g2",Etc,0
Fri Jul 04 15:44:56 +0000 2025,RT @DapurUmum12: @merapi_uncover Mohon bantuanya telah hilang tas wanita warna hitam berisi hp oppo A60 makeup dan lain² tanpa identitas ke…,Etc,0
Fri Jul 04 15:42:38 +0000 2025,jam 20.00 sekitaran flyover lempuyangan dari utara  lalin padat | @adityadanish1 https://t.co/wvYQzEJVMf,Etc,0
Fri Jul 04 15:15:28 +0000 2025,Baju yang bisa melindungi dari senar layangan dan juga klitih https://t.co/P2DRuZ5Dkr,Etc,0
Fri Jul 04 14:30:46 +0000 2025,"Selamat malam min, izin menyampaikan saran kepada dishub atau pemerintah sleman.
Di sekitaran jalan monjali dari lampu merah jembatan ugm mohon garis marka nya di tebalkan kembali. Banyak para pengendara yang banyak memakan jalan tanpa sepengetahuan marka jalan nya. Kadang dari selatan menuju ke utara banyak pengendara yang emosi karena banyak yang makan garis marka alias makan jalan. Terimakasih min, jangan di tag ig saya min 🙏🏼",Etc,0
Fri Jul 04 14:13:15 +0000 2025,ijin menyampaikan lur ada kecelakaan kereta api di sentolo kp pada pukul 19.20an korban simbah simbah kondisi korban meninggal karena benturan yang keras https://t.co/yttCoud6RH,Kecelakaan,1
Fri Jul 04 12:24:42 +0000 2025,"Min minta tolomg untuk dinas terkait bisa benar benar membenahi traffic light / bangjo jl. Kaliurang km 4,5 yg utara hampir 1 bulan kok sering erornya. Rawan kecelakaan karena alur traffic lightnya arah jarum jam. Tulung tenan min. Timbangane resiko. https://t.co/V0KV7uiL8q",Kecelakaan,1
Fri Jul 04 11:56:38 +0000 2025,"Dulu saling selamatin dunia, sekarang saling selamatin hati. Ultramen &amp; Ranger Pink resmi jadian…

Katanya, “Awalnya cuma boncengan doang, taunya jodoh.” Yamaha Gear kuat no debat, cocok buat bawa hati &amp; harapan. 😭💥 https://t.co/ZgBhg7x7u2",Etc,0
Fri Jul 04 11:06:41 +0000 2025,"Gereja Santo Fransiskus Xaverius menjadi gereja tertua di Yogyakarta. Dibangun pada tahun 1800an, gereja tersebut awalnya digunakan oleh orang-orang Belanda makanya sering disebut Gereja Londo.
.
.
#gurusejarah #busuci #gereja #gerejakatolik #fransiskusxaverius #fypage

(Suciambarwati25)",Etc,0
Fri Jul 04 10:50:01 +0000 2025,"Selamat sore min

Ijin memosting video trans jogja yang berasap tebal. Dari 2017 sudah mengaspal dan dari pihak dishub  belum ada rencana diperemajaain min.... Saya dari tadi naik motor dibelakang bus ini, muka saya kotor dan jadi ber-abu

Hide akun saya ya min https://t.co/wlGXosXorK",Kecelakaan,1
Fri Jul 04 10:31:11 +0000 2025,"Dari total 14 rumah yang akan ditertibkan PT KAI di Kampung Tegal Lempuyangan, tinggal satu yang masih dihuni. Rumah itu jadi satu-satunya bangunan yang belum dikosongkan, sementara rumah-rumah lain di sekitarnya sudah ditinggal pemiliknya.

Penghuni rumah ini masih bertahan karena ingin menunggu kejelasan soal ganti rugi. Mereka menolak pindah sebelum ada bukti tertulis dan bukti kepemilikan yang jelas dari PT KAI. Seperti apa kondisi rumahnya?

(detikjogja_)",Penggusuran,0
Fri Jul 04 09:58:32 +0000 2025,"Laka di ringroad utara, timur underpass kentungan, sudah ada polisi untuk evakuasi 

(Bektinuegroho) https://t.co/hIvdADtLQV",Kecelakaan,1
Fri Jul 04 08:53:21 +0000 2025,"Selamat sore min
Ijin melaporkan kejadian tindak pelecehan terhadap ibu2 di wilayah Pelemsewu RT 06,Panggungharjo, Sewon, Bantul,
Kejadian pertama hari Jumat 20 Juni 2025 pukul 02.00 WIB. Pada saat kejadian jendela rumah dalam keadaan terbuka, pada posisi tersebut pelaku memasukkan tangan dan mengger*y*ngi bagian tubuh ibu2, lalu pelaku melarikan diri,
Pemilik rumah berinisiatif memasang cctv,
Kemudian  Jumat tanggal  4 Juli 2025 tadi malam pukul 01.48 WIB pelaku kembali lagi,namun posisi jendela sudah tertutup dan pelaku hanya melihat melalui kaca jendela,
Bukti rekaman cctv sudah jelas,monggo yang mengenali,karena sudah sangat meresahkan
Terimakasih

(Chacha.ersa___)",Pelecehan,0
Fri Jul 04 08:36:09 +0000 2025,"barusan banget min, jalan menuju ke stasiun tugu. Motor posisi jalan tiba tiba senar melilit ke leher saya, sampe ngerem mendadak dan jatuh terkena mobil di depan saya. Korban bukan cuma saya, dibelakang saya ada grab kakinya terlilit senar gelasan tsb

(Notime.4romance) https://t.co/6ml7avNwi3",Kecelakaan,1
Fri Jul 04 08:34:01 +0000 2025,"[Breaking News] 15:09 terjadi laka mobil naik pembatas jalan di timur underpas

(Glanvalbertx_) https://t.co/v6MkJdrr7H",Kecelakaan,1
Fri Jul 04 07:29:34 +0000 2025,"Halo admin, salam kenal 🙏😊
Kebetulan terkait postingan rantonika, izin sy memberikan informasi sebagai penyeimbang.

Yang pertama
Sy adalah orang yang dimaksud
salam kenal

Yang kedua
Memang benar adanya bahwa yang bersangkutan adalah penderita gangguan mental tertentu dan dibawah perawatan dokter SPKJ namun sudah 5 bulan tidak rutin minum obat.
(saya lampirkan bukti resepnya disini)

Yang ketiga
Peristiwa pihak RSJ tersebut sebagai upaya agar dia mendapatkan penanganan

Yang keempat
Ada beberapa narasi yang kurang pas dan sudah viral, izinkan kami selesaikan dalam ranah pribadi.

Terima kasih, semoga bisa dimengerti dan saya sangat menghargai merapi uncover sebagai media yang menjaga kebenaran.

Source : rifkiali666",Etc,0
Fri Jul 04 07:07:59 +0000 2025,RT @bcndyyy_: Buat mbak yang pada hari rabu 2 Juli 2025 berkunjung ke museum Sonobudoyo. Dan merasa helmnya tertukar dengan helmku mohon se…,Etc,0
Fri Jul 04 06:41:32 +0000 2025,"PT KAI menunda jadwal penertiban satu rumah di Tegal Lempuyangan, Bausasran, Danurejan, Kota Jogja. Semula penertiban tersebut dijadwalkan hari kamis kemarin, namun pihak PT KAI tak datang.

Manager Humas KAI Daop 6 Jogja, Feni Novida Saragih enggan bicara banyak terkait penundaan tersebut. Namun, dia menegaskan pihaknya bakal melakukan penertiban. Terkait waktunya akan disampaikan lebih lanjut.

Feni melanjutkan, proses penertiban untuk penataan stasiun sesuai dengan prosedur. Mengingat PT KAI telah melakukan upaya sosialisasi hingga mediasi dengan warga.

Pie komentarmu, Dab?

(detikjogja_)",Penggusuran,0
Fri Jul 04 06:27:05 +0000 2025,"Seorang perempuan pemilik akun Instagram rantonikasuratman mengunggah momen mengejutkan yang terjadi di rumahnya. Dalam video yang viral, tampak petugas dari rumah sakit jiwa (RSJ) datang ke kediamannya — diduga atas permintaan sang suami sendiri.

Menurut pengakuan korban, hal ini terjadi setelah ia mengunggah dugaan perselingkuhan suaminya ke media sosial. Tak hanya itu, dalam unggahan lain juga terungkap adanya indikasi kekerasan dalam rumah tangga (KDRT), yang bahkan disebut disaksikan oleh anak mereka.

Namun, setelah sempat berdialog dengan pihak keluarga, petugas RS akhirnya memahami bahwa situasi ini berkaitan dengan konflik rumah tangga, bukan gangguan jiwa, sehingga proses evakuasi pun dibatalkan.

Peristiwa ini memicu reaksi keras dari warganet, yang mengecam dugaan upaya manipulatif untuk membungkam korban melalui jalur medis. Banyak yang menuntut agar kasus ini ditindaklanjuti oleh aparat berwenang, terutama menyangkut aspek kekerasan dan pelecehan psikologis terhadap perempuan.

Akun TikTok miliknya kini suspend, diduga akibat dilaporkan.

Netizen geram:

“Kalau benar, ini bukan soal rumah tangga, tapi pembungkaman!”

#KDRT #Viral #Perselingkuhan #RSJ #PerempuanBerdaya",Pelecehan,0
Fri Jul 04 05:38:20 +0000 2025,"""Borobudur was built in the Mandala style, reflecting the universe in Buddhist beliefs. The structure is square with four entrances and a central point that is circular. As viewed from the outside inward, it is divided into two parts: the worldly realm, which is segmented into three zones on the outer part, and the Nirvana realm in the center.""
•
Captured with DJI Mavic 3

(miqbalfp)",Etc,0
Fri Jul 04 04:38:36 +0000 2025,"twitter please do your magic, bantu cari lansia hilang pagi ini dgn kondisi demensia di sendowo, ugm, dan sekitarnya pk baju hijau army, jaket warna biru, clana coklat, sandal coklat | @pianything https://t.co/5fqR3jVlMw",Etc,0
Fri Jul 04 03:27:28 +0000 2025,"Yen nun mati ketemu karo huruf ba dadi iqlab
Yen aku ketemu kowe insha Allah ijab",Etc,0
Fri Jul 04 02:55:11 +0000 2025,"monggo yg merasa ketuker tas di biru sport center, kronologi adik saya habis renang sama tantenya mau pulang,karena tasnya hampir sama terus kebawa salah tas
085179817725 https://t.co/qFQKxol0Fy",Etc,0
Fri Jul 04 02:35:07 +0000 2025,"Hallo min,ak mau curhat lah min soalnya udh risih bangett,
Jdi gini min thun kmren ak smpet kenal sm cewek dia ngekos di kalasan,nah dia tu kliah di jogja ini di salah stu kmpus yg kmpus ke2 tu pkoknya gk jauh dri std maguwo,
Trs dlu tu cmn chtingn smnggu krng lbih abis itu ktmuan pun cumn skli truss lost contact,gk ada lg kbr kbran atau ktmuan abis ituu ,
Nah yg jdi mslahnya trnyta dithun ini tu dri mnggu belakang ada no masuk spam tlpon ke hp saya,saya gk knal kan 
Saya cek lah di getcontact tp namanya pnipuan,tp no nya beda beda trus yg spam ke hp saya itu trus ada wktu itu saya angkat tlponnya trnyata itu adalah admin pinjol,dia nanyain tentang si cewek itu tdi 
Ktanya kenal gk sama nama cewek itu tdi,saya tnya alamtnya mana jogja kta admin pnjolnya kan,yaudh krna gk mau bsa bsi sya jawab aja gk kenal
Saya pikir setelah itu bakalan selsai,eh ternyata smpe skrg no adm pnjol yg selalu gonta ganti itu selalu nelpon ke saya dan anehnyaa
Ini aneh banget min ya adm pnjol itu nelponnya di Sim kedua saya,nah sedangkan sim kdua saya itu bru beli,saya belinya setelah gk ada hbungn lg sma tu cewek,
Dn bner bner stu orng pun gk ada yg tau sm itu no 
Tp kok si adm pnjol itu tdi bisa tau no saya dn bisa menanyakan ke saya tentang si cewek itu tdi
Saya risih nya di spam tlpon truss tiap hari,
Tolong lah kalian para cewek cewek kalo hdup dkota orng gk ush ngikutin gengsi klo miskin ya miskin aja gk ush sok kaya dengn pinjol pinjol
Kalo kek gini kan saya jg bngung min saya gk mnjam tp yg di teror trus menerus saya,saya jg risih diteror tlpon tiap hri ada mngkin spluh klian mreka nlponi saya
Kalo bisa di up ya min buat pelajaran,nama si cewek itu sundari novita anggraeni
Biarin aja klo mau di up gk ush di sensor nama tu cewek
Sensor aja username dn profil saya min,terima kasih",Kecelakaan,1
Fri Jul 04 01:28:20 +0000 2025,"Kecelakaan truk di depan Alfamidi barat Pom siyono, Playen, Gunungkidul. Truk kuning ini menabrak truk tronton/kontainer yang saat itu tengah terparkir di depan Alfamidi sekitar pukul 03.00 WIB. Korban telah di bawa ke RSUD untuk mendapatkan perawatan.

Kondisi truk pun mengalami ringsek perah dibagian depannya.

(sekilas_gunungkidul)",Kecelakaan,1
Fri Jul 04 01:18:18 +0000 2025,Min tolong diviralkan di area Giwangan ini. Di toko sembako saya. Kapan waktu itu saya kehilangan helm KYT. Bukti cctv ada. Sekarang kronjot. Meskipun cuman kronjot tapi semoga dengan adanya video ini masyarakat lebih was was terutama area Giwangan. Karena cctv saja tidak cukup. Karena mereka tidak tahu sepenting apa barang yang diambil maling dikehidupan kita. Tolong mas mas nya maling di tandai min. Bantu up ya min aku dah 2 kali kemalingan di lokasi usahaku. Area Giwangan. Makasih min ni (suamagista),Etc,0
Thu Jul 03 18:12:02 +0000 2025,"Suran Mbah Demang
📍Gamping Sleman

(Leifa.diary) https://t.co/fWZjvVgUfY",Etc,0
Thu Jul 03 17:16:13 +0000 2025,"Rony imanuel yang dikenal sebagai Mongol Stres pemeran film atau sering kali ada di acara stand up komedi di televisi. Pria kelahiran Manado Sulawesi Utara ini juga seorang pelawak dan politikus. 

mongol stres datang ke #gunungkidul untuk menghibur acara Forwakada Forum Wakil Kepala Daerah se Indonesia saat acara GALADINNER di TBG Taman Budaya Gunungkidul, Playen, Gunungkidul.

(sekilas_gunungkidul)",Etc,0
Thu Jul 03 17:11:43 +0000 2025,"Jalan Terindah di Jogja.
📌 Gunungsari, Sambirejo, Prambanan, Sleman
(https://t.co/xvuQUNZtKa) https://t.co/hTDwWGifUV",Etc,0
Thu Jul 03 16:15:25 +0000 2025,"RT @facestone__: siapa tau ada yang kehilangan kucingnya disini. posisi dijalan kapten haryadi. ngaglik

@merapi_uncover https://t.co/A3wvt…",Etc,0
Thu Jul 03 15:55:59 +0000 2025,"Tanggapan Walikota Jogja dan SATPOL PP Kota Jogja Tentang kenaikan harga Parkir secara tidak wajar di sekitar Malioboro

Part 1

Simak penjelasannya di video ya 

Kontributor : AGA 

(https://t.co/LjN1mvAqjV) https://t.co/ZvCV62s5P0",Etc,0
Thu Jul 03 15:43:45 +0000 2025,"Malam min, mohon diteruskan di dinas terkait ya... Jalan di selatan teteg rel kereta api jl HOS cokromaminoto masih belum tertangani. Awalnya ditutup pakai lempengan besi, beda hari lempengan besinya sudah hilang, tapi jalan blm diperbarui, rawan licin dan bisa menyebabkan kecelakaan min.. sudah berhari2 lewat masih sama kondisinya, dan makin kecembeng. Mohon dibantu ya min.. terimaksih 🙏🏻

(Pendopo.avovado)",Kecelakaan,1
Thu Jul 03 15:38:21 +0000 2025,"Halo min, izin lapor kejadian barusan. Sekitar jam 7 malam aku sama pacarku isi bensin di SPBU Babarsari. Selesai isi, kita liat dua orang mas"" berdiri di pinggir jalan, kayak orang jauh soalnya bawaannya banyak. Mereka minta"" ke pengendara lain katanya kehabisan bensin, bahkan jok motornya dibuka buat nunjukkin tangkinya.Karena kasihan dan gak ada yang bantuin,kita sempet putar balik buat ngasih uang,dan itu udah lebih dari cukup buat beli bensin. Tapi jam 9 malam lewat pas aku lewat lagi, mereka masih di situ dan masih minta"" dgn alasan yg sama.Bukan soal ikhlas atau enggak, tapi kalau ini modus, jujur sedih dan kecewa. Niat bantu malah dimanfaatin. Kasihan orang lain yg jadi ragu nolong orang beneran butuh.

Yang bikin heran, gak ada tindakan dari petugas SPBU padahal mereka masih berada di area SPBU tersebut . Kalau dibiarin terus, takutnya kejadian kayak gini makin sering. Semoga bisa jadi perhatian ya min. Maaf gak sempet foto, tapi kalau di-up, tolong samarin nama akunku ya🙌🏻",Etc,0
Thu Jul 03 15:34:02 +0000 2025,"Situs Yoni unik dengan ornamen Garuda, kura-kura, dan ular, berukuran 1 meter lebih. Lokasi selatan kampus ISI Padukuhan ngireng-ireng Panggungharjo Sewon Bantul Yogyakarta

(Djejakjogja) https://t.co/eyNHWjlxIm",Etc,0
Thu Jul 03 15:17:13 +0000 2025,"Suasana macet persiapan Kirab 
Suran Mbah Demang ‼️

🎥 mediayogyakarta
📍 Gamping, Sleman https://t.co/CU3AXZjav2",Macet,0
Thu Jul 03 14:29:58 +0000 2025,"RT @gupichy: Min, ada dahan pohon cukup besar jatuh ke selokan mataram tapi nyangkut kabel. Kayaknya orang mau bantu nyingkirin juga takut🙏…",Etc,0
Thu Jul 03 14:29:24 +0000 2025,"himbauan yg sering main atau anak anaknya yg sering main LAYANGAN dimohon utk tidak main di jalan ramai

jam 17.00 tadi pacar saya terkena senar layangan di bagian wajah &amp; matanya, di jl besi raya ngaglik. lehernya jg kena tp ketutup kerudung | @habibxmr https://t.co/XSy2ze5iTu",Etc,0
Thu Jul 03 13:16:51 +0000 2025,Kenapa spanduk pecel lele gambarnya kebanyakan hampir mirip 🤔 https://t.co/ch41seWHQD,Etc,0
Thu Jul 03 12:51:29 +0000 2025,"halo minn, mau ikut berbagi cerita kena senar layangan🥹 jadi tadi sore sekitar jam 4 perjalanan mau ke mandala krida sekitar jalan gacoan kota baru persisnya deket masjid sebelum lampu merah aku kena senar layangan posisi bawa motor kecepatan kurang lebih 40km tiba tiba mukaku nyamber senar reflek tanganku narik senar dari muka. sepertinyaa disitu masi ada layangannya karna manteng banget waktu ketarik🥹🥹tadi begitu kena gemeter langsungg gakepikiran buat ngecek biar ngga ada korban lagi, semoga setelah aku kena ga ada korban selanjutnya disitu. alhamdulilah muka cuma garis sedikit yang parah malah tangan. pelajaran juga buat pengendara yang lain waktu mau naik motor usahain pake helm yang ada kacanya atau jangan lupa selalu tutup kacanyaa, kebetulan tdi aku lupa buat nutup☺️🤧",Etc,0
Thu Jul 03 12:50:40 +0000 2025,"Izin share video damkar saat bertugas, jadi siang ini tadi ada kucing masuk ke dalam sumur yang sudah tidak terpakai, karena kebetulan kucingnya masih hidup, kemudian setelah mencoba menghubungi damkar kota Yogyakarta. Singkat cerita, laporan ditindaklanjuti dan petugas damkar tiba di lokasi sekitar pukul 14.10 wib.
.
Setelah petugas mencoba menyelamatkan kucing dengan perlengkapan yang ada, akhirnya sekitar jam 15.00 wib kucing berhasil diselamatkan dari dalam sumur dan dalam kondisi masih hidup. Untuk lokasi sumur terletak di sebelah barat masjid al amiin gampingan.
.
Source: lagihw
.
#Jogja #Yogyakarta #Merapi #Merapiuncover #Merapinews",Etc,0
