"Unnamed: 0","annotation_id","annotator","created_at","id","is_kecelakaan","label","lead_time","text","updated_at"
516,194,"1","2025-07-10T13:50:17.317090Z",547,1.0,"",16.43,"malam min, tolong bantu viralin kejadian yang aku alami tadi sore. jadi tadi sore aku berhenti di lampu merah patran dari arah barat, pas lagi berhenti ada dua bapak² berhenti di sebelah kami. kan aku berdua sm temenku ngobrol trus bapak di sblah itu nyambung² obrolan kami, terus tiba² bapak yg bonceng di belakang pegang paha ku. aku ga brani teriak soale takut sm bapak² e. tolong ya min biar ga kejadian di orang lain. ini ada videonya motor bpk tadi","2025-07-10T13:50:17.317163Z"
522,195,"1","2025-07-10T13:50:28.424201Z",548,1.0,"[{""start"":15,""end"":32,""text"":""impang 3 Kemadang"",""labels"":[""LOC""]},{""start"":34,""end"":45,""text"":""Tanjungsari"",""labels"":[""LOC""]},{""start"":47,""end"":58,""text"":""Gunungkidul"",""labels"":[""LOC""]}]",10.4,"Kecelakaan di simpang 3 Kemadang, Tanjungsari, Gunungkidul terekam oleh cctv dilokasi. Pengendara motor dari arah selatan Baron melaju ke arah utara, disaat bersamaan melaju mobil hendak mau berbelok ke kanan. Sempat terpental namun pengendara aman tidak mengalami luka serius.

Sing ngati-ngati jann...

(sekilas_gunungkidul)","2025-07-10T13:50:28.424274Z"
523,196,"1","2025-07-10T13:50:50.279166Z",549,1.0,"[{""start"":69,""end"":85,""text"":""jalan bibis raya"",""labels"":[""LOC""]},{""start"":86,""end"":96,""text"":""tamantirto"",""labels"":[""LOC""]},{""start"":97,""end"":104,""text"":""kasihan"",""labels"":[""LOC""]},{""start"":105,""end"":111,""text"":""bantul"",""labels"":[""LOC""]}]",21.048,"Info min tadi ada kecelakaan mobil vs motor, sekitar pukul 20.30, di jalan bibis raya,tamantirto kasihan bantul.
Untuk kronologinya kurang tau. Tadi lihat sudah banyak orang di tempat kejadian. Pengendara motor hanya luka ringan dibagian lutut.

(yietnodaeng_11) https://t.co/WhsumEO10D","2025-07-10T13:50:50.279211Z"
529,197,"1","2025-07-10T13:51:01.839385Z",550,1.0,"[{""start"":81,""end"":96,""text"":""jalan wonosari "",""labels"":[""LOC""]}]",10.587,"[Breaking News] min tolong bantu up terjadi kecelakan sesama pengendara motor di jalan wonosari pukul 3 sore lebih.

Tetap hati hati lur , 

Source: Netizen https://t.co/C7dJcs7LPx","2025-07-10T13:51:01.839434Z"
531,198,"1","2025-07-10T13:51:32.674134Z",551,1.0,"[{""start"":337,""end"":351,""text"":""Jalan Wonosari"",""labels"":[""LOC""]}]",30.135,"🚨 **TINGGINYA ANGKA KECELAKAAN DI GUNUNGKIDUL DISOROT DPRD**
Ketua DPRD Kabupaten Gunungkidul menyoroti tingginya angka kecelakaan lalu lintas yang terjadi sepanjang semester pertama tahun 2025, terutama di ruas Wonosari–Ponjong, Semanu–Rongkop, dan jalur wisata Pantai Selatan.

Kecelakaan terakhir terjadi pada Senin, 23 Juni 2025, di Jalan Wonosari–Jogja tepatnya kawasan Gading. Tabrakan beruntun melibatkan dua sepeda motor dan dua mobil, mengakibatkan dua pengendara motor meninggal dunia di lokasi kejadian.

Menanggapi kondisi tersebut, Ketua DPRD mengimbau masyarakat untuk lebih waspada saat berkendara, baik di jalur arteri maupun di lingkungan perkampungan. Ia menegaskan bahwa penggunaan ponsel saat mengemudi sangat membahayakan dan dilarang menurut Undang-Undang Lalu Lintas.

📢 “Saya sering melihat pengemudi lalai karena bermain handphone atau mengendarai kendaraan yang tidak laik jalan,” ujarnya. Ia juga mengingatkan pentingnya pemeriksaan kelaikan kendaraan, terutama sistem pengereman, sebelum bepergian.

Selain edukasi kepada masyarakat, Ketua DPRD juga mendorong:

* Koordinasi intensif antara Pemkab Gunungkidul dan Polres
* Percepatan perbaikan jalan rusak
* Pemasangan rambu serta marka di titik rawan
* Patroli dan razia di jam-jam rawan pelanggaran
* Sinergi dengan Dinas Perhubungan dan komunitas lokal untuk edukasi keselamatan

📍 Rencana penyusunan peta rawan kecelakaan berbasis data juga menjadi fokus sebagai langkah intervensi bersama yang tepat sasaran.

Sebagai penutup, Ketua DPRD mengajak masyarakat untuk selalu berdoa sebelum bepergian agar terhindar dari bahaya di jalan.

(fokusgunungkidul)","2025-07-10T13:51:32.674181Z"
540,199,"1","2025-07-10T13:51:54.593805Z",552,1.0,"",21.032,"halo min..
mungkin bisa diloloskan 

ingin menyampaikan ""Budaya"" yang kurang sopan yg sering dilakukan oknum pengendara khususnya motor (kadang ada juga oknum pengendara mobil)

yaitu kebiasaan buruk Meludah (Jowo ne ngidu...🤮) atau Buang Riak dijalan (sambil berkendara).

kira nya mikir, dibelakang ada orang juga..
nek keno idu kan nggilani min...

mungkin ada netizen yg juga pernah ngalamin.

sayang tidak ada video nya, krn juga sedang berkendara

misal akunq mau di hide boleh, dicantumin juga boleh.","2025-07-10T13:51:54.593868Z"
549,200,"1","2025-07-10T13:52:05.577844Z",553,1.0,"[{""start"":283,""end"":288,""text"":""sewon"",""labels"":[""LOC""]},{""start"":295,""end"":305,""text"":""kampus isi"",""labels"":[""LOC""]}]",10.222,"[Breaking News] 21:14 baru saja terjadi kecelakaan kronologi mau nyebrang dari arah selatan mau ke sebrang jalan dan tiba” dari belakang salah satu motor ngebut ,terjadilah tabrakan kenceng motor yang nyebrang hancur bagian depan beruntun tidak ada korban hanya luka” ringan 
Lokasi sewon deket kampus isi sampingnya warmindo sr o2

(Khollzk_28)","2025-07-10T13:52:05.577892Z"
563,201,"1","2025-07-10T13:52:38.265596Z",554,1.0,"[{""start"":130,""end"":141,""text"":""Maguwoharjo"",""labels"":[""LOC""]}]",31.927,"Siang min mau cerita sambil mengingatkan

Kejadian hari ini, minggu 29 juni  sekitar jam 9

Di toko anggrek dekat tugu elang std. Maguwoharjo. Saya bawa mobil dan mau pulang, lalu tukang parkir datang sambil bilang ""mundur2, terus2"". Lalu tbtb mobil belakang bagian kanan nabrak tiang toko dan mengakibatkan mobil lecet dan penyok (Alhamdulillahtiang toko tidak sampai penyok/patah). Kemudian saya keluar mobil dan mendatangi tukang parkir, malah tukang parkirnya gamau disalahin. Mau minta tanggung jawab juga males + udah tau jawabannya. 

Ditambah ketika saya datang ke toko nya tuh saya parkir sendiri tanpa dibantu tukang parkir, giliran mau pulang baru muncul tukang parkirnya + asal ngarahin dan nabrak deh :(

Reminder buat yg lain, jangan terlalu percaya tukang parkir, tetap berhati2 ketika datang maupun pulang dari suatu lokasi. Karena jika mobil rusak, kita sendiri yg menanggung akibatnya.

Username ig tolong disembunyikan ya min, takut diserang tukang parkir hehe....","2025-07-10T13:52:38.265642Z"
601,202,"1","2025-07-10T13:52:49.140837Z",555,1.0,"[{""start"":69,""end"":99,""text"":"" jalan suryopranoto Pakualaman"",""labels"":[""LOC""]},{""start"":117,""end"":127,""text"":""pakualaman"",""labels"":[""LOC""]}]",10.068,"[Breaking News] Pukul 11.50, Kecelakaan adu banteng motor vs motor di jalan suryopranoto Pakualaman. Depan kemantren pakualaman. Tidak ada korban jiwa. Kronologis diduga salah satu motor melawan arah.

(Prionazvi) https://t.co/s44KBGgJUL","2025-07-10T13:52:49.140888Z"
603,203,"1","2025-07-10T13:52:53.365923Z",556,1.0,"",3.473,"Gunung Apa Itu, Yang Nampak Di Belakang Merapi..??
Ada Tiga, Kalau Gak Salah Ya..🤔

(hajar_prasetyo) https://t.co/7YBNXAszis","2025-07-10T13:52:53.365969Z"
607,204,"1","2025-07-10T13:53:08.339109Z",557,1.0,"[{""start"":113,""end"":127,""text"":""rs harjolukito"",""labels"":[""LOC""]},{""start"":385,""end"":396,""text"":""jl wonosari"",""labels"":[""LOC""]}]",14.296,"hallo min mau cerita tragedi pagi ini, huhu sy kan pulang kerja habis ngerias, terus sy kena lampumerah di depan rs harjolukito, sy di jalur lambat sebelah kiri, nah pas ijo tau2 ada truk dari blakang nyelip sebelah kiri memotong jalan mau ke jalur cepat, itu mepet banget sampe saya kaget, setelah itu sy klakson, tapi pihak supirnya malah gak trima, setelah itu ketemu di lampumerah jl wonosari, terus sama suami sy di minta berhenti, jawaban dia (yg penting tidak menabrak sambil melotot) seolah2 ga mau salah, dan menyepelekan nyawa orang.
minta tolong di loloskan postingannya ya min, biar nggak ada kejadian kaya gini lagi

(Acelmakeup)","2025-07-10T13:53:08.339157Z"
