created_at,text
Tue Jun 24 10:11:49 +0000 2025,"I can spend hours just sitting and looking at this landscape. Semeru is one of the highest mountains in Indonesia and is also one of the most active volcanos. When I was there it was possible to see small explosions every 15/20 minutes. It really makes you wonder what the planet is about (from geologic perspective). One if those places to not be missed in East Java.

📌 Semeru Mountain, Ngampo, Lumajang, Jawa Timor

(wanderuben)"
Tue Jun 24 09:50:07 +0000 2025,14.45 WIB | kemacetan dua arah utara perempatan pingit akibat bus masuk penggunaan lahan kosong jadi  “kantong parkir”  |@rizkipradipta https://t.co/q7iw0af1a9
Tue Jun 24 09:47:25 +0000 2025,RT @anggi_nasir: @merapi_uncover pas lewat fly over jombor dari arah timur barusan liat ada orang tengkurap disitu. Apakah (maaf) ODGJ? Moh…
Tue Jun 24 07:30:44 +0000 2025,"Assalamualaikum min , izin bercerita tadi sekitar jam 14.10 ada bapak2 pak ogah di Jalan Kaliurang Degolan pake kacamata yang nyebrangin gitu. Tapi pas nyebrangin dia stop mobil box gede dari arah selatan, nah saya dari arah utara mau belok kanan saya juga berhenti dulu tapi malah disuruh belok kekanan langsung . nah pas udah saya belok mas2 pake vixion dari selatan nabrak saya tiba-tiba ,nggak di stop sama bapake , minta tolong ini ngerugiin bgt min, dan kaki dan motor saya ketabrak mas2 nya , Bapake yang nyebrangin juga malah nyalahin”in tidak menyelesaikan + nyolot .Tolong dong ada respon terkait pak ogah yang beroperasi di jalan yang ga ada surat izin nya seperti itu , Terimakasih min🙏🙏🙏"
Tue Jun 24 06:38:49 +0000 2025,"Apakah daerahmu masih ada sinoman manten ?

Di kutip dari berbagai sumber , Tradisi sinoman telah bermula sejak abad ke-14 dan berasal dari Jawa dan mulai pupuler di tahun 1990 an. Dalam kegiatan ini, para relawan yang membantu disebut sinoman, dan kegiatan ini disebut nyinom atau laden...

Dalam tradisi itu, anak-anak muda atau ibu-ibu bergotong royong dalam membantu pemilik acara dengan melayani para tamu yang hadir dan mempersiapkan acara secara sukarela. Semangatnya adalah saling bantu atau gotong royong.

Para sinoman memiliki tugas seperti membangun tenda, memasak makanan, menyajikan makanan, menata meja dan kursi, mempersiapkan acara agar dapat berjalan dengan lancar, dan membersihkan makanan sisa ataupun lokasi acara setelah acara selesai.

Para sinoman atau peladen dalam melayani tamu juga memiliki etika yang harus diterapkan seperti adanya tata cara mengantarkan makanan ataupun minuman kepada tamu."
Tue Jun 24 04:56:58 +0000 2025,"Sangat berbahaya dan mengenaskan , apakah kalian pernah melewati jembatan ini ?
Sudah bertahun tahun kondisinya , tapi tidak ada perbaikan ,

Harap masyarakat lebih berhati hati saat melewati jembatan ini

(dolanjatinom) https://t.co/UTIWUJ6pr3"
Tue Jun 24 04:23:44 +0000 2025,"Percobaan pencurian sangkar burung murai pada hari Senin 23/6, terduga pelaku inisial CB (27) asal Kamijoro Pajangan Bantul sudah diamankan dan kejadian ini telah ditangani Polsek Sewon. | @inengahjeffry92 https://t.co/KyjhvEfBjM"
Tue Jun 24 03:47:01 +0000 2025,"PSIM Jogja resmi mengajukan peminjaman Stadion Maguwoharjo sebagai kandang untuk kompetisi Liga 1 2025/26. Audiensi berlangsung pada Senin (23/6) bersama Bupati Sleman, Harda Kiswaya, dan dihadiri Direktur Utama PSIM, Yuliana Tasno.

Langkah ini merupakan tindak lanjut atas arahan Gubernur DIY. Bupati Sleman menyambut positif permohonan tersebut, namun menegaskan pentingnya jaminan keamanan serta komitmen damai antar suporter sebagai syarat utama.
PSS Sleman juga tetap menjadi prioritas utama pengguna stadion.

Manajemen PSIM siap memenuhi seluruh arahan dan ketentuan demi kelancaran rencana berkandang di Maguwoharjo.

Selengkapnya di https://t.co/iXp7Abypqk 📃"
Tue Jun 24 02:27:21 +0000 2025,"[Breaking News]09:23 Terjadi laka di perempatan kasongan, melibatkan mobil ambulan dengan Sepeda motor ...

(Aan_ansarii) https://t.co/GiTzPIPEpY"
Tue Jun 24 02:19:40 +0000 2025,"Motor Tertukar 
Min tolong share tentang kejadian di jajanan pasar buana, di dekat pasar bantengan Maguwo Wonocatur Banguntapan. Ada motor pembeli ketukar dengan motor pembeli lainnya. Tolong yang melihat ibu ini diberitahu agar segera menukarkan motornya di jajanan pasar buana. https://t.co/Wv3BDaBIkn"
Tue Jun 24 00:40:32 +0000 2025,"Selamat pagi min, mau minta tolong post ini sebagai bentuk terimakasih kepada orang yang sudah baik hati memberikan rezekinya buat aku dipagi ini karna aku ga nemu siapa orangnya jadi gabisa bilang makasih, kejadiannya di Alfamart depan RSA UGM, pulang kerja mampir mau belanja keperluan kos, kebetulan aku punya kucing dikos dan beli snack untuk kucingku, pas selesai bayar dan mau pulang ga sengaja liat anak kucing didepan, akhirnya snack kucingnya kukasih ke anak kucing depan alfamart itu, pas selesai dan mau pulang ternyata ada yang kasih uang dibelakangku 350K 🥺 siapapun itu  aku berterimakasih banget karna posisiku emang lagi butuh uang, semoga ini bisa bantu sampai ke orangnya🙏

(Mongkirene)"
Tue Jun 24 00:24:42 +0000 2025,"Kejadian jam 3 pagi depan uii ekonomi min motifnya belom di ketahui

￼Dari kedua belah pihak itu Emang udah kejar panas di ringroad Kejar-kejaran sampe ke gang terus si pelakunya tuh kayak berhenti buat ributnya itu di depan dan uii condong catur tapi kalau motifnya saya juga gak tau tapi udah di Selidiki Kama pihak yang berwajib￼

Source: aldfrdnn"
Mon Jun 23 18:36:33 +0000 2025,"Kembali ke 14 Maret 2023, saat itu mendapat kesempatan melihat turunnya awan panas wedus gembel dari puncak merapi. Foto serasi yang diabadikan bersandingan dangan grojogan watu purbo

Belajar bersama @Ksf_landscape
Senin, 23 Juni 2025

Tema : Curug
Lokasi : Bebas

#belajarbersama433
#ksf_landscape
#KomunitasSeniFotografi_landscape
-------------------
UBER GEONUSANTARA

(Senin, 23 Juni 2025, pukul 17.00 - 21.00 WIB)

Unggah Bersama @geonusantara
#GEO092204776
#GEO1305UBER
Lokasi Foto : Grojogan Watu Purbo
Keluarga #Geonusantara #GeoRegional
-------------------
INUB Today

INSTANUSANTARA
#instanusantara
#instanusantara7264
Source : alfaarzq"
Mon Jun 23 18:11:29 +0000 2025,"min serem banget barusan kejadiannya di ikutin sama mas mas satu motor boncengan berdua, di jalan dari arah cosan demangan ke kledokan dan posisinya itu gang gang gatau niatnya apa, tapi ngikutin terus posisinya aku boncengan sama pacarku dan untungnya ada bapak bapak ronda terus mereka takut dan nyari jalan motornya scoopy gatau mereka bawa sajam atau apa intinya hati hati aja buat semuanya, jogja kok makin aneh-aneh. Mas-mas nya ciri cirinya agak gendut mukanya plat bgt ketauan ngikutin soalnya ngedeket terus ke samping motor dan ga berani nyalip terus setiap ngesen pasti di ikutin dan di tandain pas belok tbtb dan mereka juga ngikut"
Mon Jun 23 17:36:58 +0000 2025,"[Breaking News] 00:24 min ijin melaporkan maling sangkar / burung di daerah jalan bantul km 7,5 tepatnya desa diro, mengaku warga pajangan bantul sementara baru 1 yang tertangkap rekannya melarikan diri

(Netizen) https://t.co/kfiJ2iwcJ6"
Mon Jun 23 17:24:43 +0000 2025,"RT @puspitaronaa: Monggo sedulur... Datang dan ramaikan Gumyak Sura kesenian Jathilan malam suro di Outbound Kebon Ndeso Wonorejo, Kamis 26…"
Mon Jun 23 16:47:43 +0000 2025,"[Breaking News] 23:39 terjadi kecelakaan motor dengan motor  di selokan mataram , perempatan dekat maestro  parfum yang dekat sambel colek dan telaga futsal .

Hati hati saat berkendara lur 
(Samudraaaa04) https://t.co/BLEeY1W7Yo"
Mon Jun 23 15:43:28 +0000 2025,"Loloskan min.. sekitar jam 21:00 terjadi kecelakaan di denggung
Motor nabrak truk yang berhenti 
Korban dan motornya masuk ke kolong truk
Korban alhamdulillah masih sadar

(Rnsputri) https://t.co/rZd1dIn7mT"
Mon Jun 23 15:43:04 +0000 2025,"🎒✨ Libur sekolah tiba! Saatnya ajak si kecil ke tempat seru & edukatif~
📚 Yuk mampir ke Pameran Buku ObralObrolanBuku di Galeria Mall Jogjakarta!

🎁 PROMO HEMAT:
📘 Buku anak hanya Rp7.500
✏️ ATK murah mulai Rp500
🧸 Mainan edukatif mulai Rp2.000

📍 Lokasi: Lantai 2 – Galeria Mall Jogja
🗓️ Sudah dibuka & berlangsung sampai 20 Juli 2025
💳 Pembayaran lengkap: Tunai, QRIS, atau Kartu Kredit

Ajak anak main sambil belajar… liburan jadi lebih berfaedah!

#ObralObrolanBuku #bukumurah #bookish #obral"
Mon Jun 23 14:36:39 +0000 2025,Izin min melaporkan telah terjadi kemacetan panjang di sekitar ring road selatan depan kampus UAD Yogyakarta menuju arah wojo https://t.co/2io20ZRl52
Mon Jun 23 14:25:41 +0000 2025,"Diuji ekonomi uwis ✅
Di fitnah uwis ✅
Dadi bahan rasan rasan uwis ✅
Mental diajar uwis ✅
Ditinggal pas lagi sayang2 e uwis ✅

Ora mungkin Iki hadiahe nek mung piring cantik, mugo mugo ndang diangkat derajate, rejeki lancar , sukses sak kabehe"
Mon Jun 23 13:34:35 +0000 2025,"Jalan masuk malioboro macet nya lumayan panjang
Kebetulan ini hari terakhir pasar kangen..

(Fahriza) https://t.co/Fh23DgbIVw"
Mon Jun 23 13:22:27 +0000 2025,"[Breaking News] 20:04 macet di ringroad selatan (jalur mobil arah timur ke barat) dari giwangan sampai hampir lampu merah perempatan imogiri timur

ada Bis mau puter balik ke arah timur tapi kayaknya trouble (antara jalur cpt &amp; lambat)..

(o_Ian) https://t.co/jsEoF3SXTB"
Mon Jun 23 13:06:03 +0000 2025,"Warung ikan baru pendatang baru tapi wesss 9/10 
Joss tenan rasanee lurr, opo meneh sing patin kalimantan bakar habang.
Spill lokasi di kaliurang KM 10 , depan jnt kargo
Maps “ resto ikan liar bero jakal “

Sesok mampir wess https://t.co/wx5QiVzSDm"
Mon Jun 23 12:37:20 +0000 2025,"Kecelakaan di Jalan Jogja - Wonosari, tepatnya di Hutan Tahura, Playen, Gunungkidul, melibatkan 3 sepeda motor dan 2 kendaraan roda 4. Kepolisian tengah melakukan pendataan. Informasi tadi sore, korban meninggal 1 warga Serut, Ponjong, Gunungkidul, sementara 1 korban lainnya mengalami kritis.

Polisi masih mengumpulkan data dan beberapa saksi untuk dimintai keterangan.

(sekilas_gunungkidul)"
Mon Jun 23 10:48:30 +0000 2025,"17:30 Laka min di sebelum jembatan sedayu 
Kronologi bapak” nyabrang terus ada mas” dari belakang nggak ngeliat bapak itu mau nyabrang akhirnya ketabrak dari belakang
Sudah ada ambulan dan polisi di TKP https://t.co/oi3TqoKFtV"
Mon Jun 23 10:45:52 +0000 2025,Terjadi kecelakaan di Tahura sekitar 16:15 wib  melibatkan  mobil dengan beberapa pengendara sepeda motor https://t.co/jvDsWogjup
Mon Jun 23 10:45:32 +0000 2025,"Kecelakaan Jln dr wahidin sudirohusodo mlati sleman pukul 16:00 23/6/2025

Kronologis pengemudi motor tiba tiba jatuh, tidak tahu apa penyebanya

(At.yoland) https://t.co/ozCQAb8gxk"
Mon Jun 23 09:50:06 +0000 2025,"min, username saya tolong disembunyikan ya

tolong dong buat pengendara mobil kalo habis hujan tuh ga usah ngebut ngebutan apalagi kalo ada genangan air, saya baru aja mau pulang kerumah setelah pkl seragam masih saya pake, kondisi baru selesai hujan. saya pulang lewat ringroad jalan pelan pelan tbtb ada mobil hrv dari belakang jalan rada kenceng trus pas ada genangan air seperti melambat (mungkin ngerem) dan genangan airnya nyiprat kena badan saya, kalo cuma kena sedikit tidak apa apa tapi ini seragam saya sampe basah setengah. saya pake kemeja putih + almet dan dua duanya basah bahkan kaos kaki saya ikut basah padahal seragamnya masih harus dipake lagi besok. kalo tau kondisi habis hujan banyak genangan air, jalan licin ya pelan pelan aja jalannya

situ mah enak pake mobil ada genangan air aman ga kena cipratan lah kita yang pake motor? basah bree"
Mon Jun 23 09:37:33 +0000 2025,"Senin 23 Juni 2025 , ditemukan prau terdampar dalam kondisi patah di pantai parangtritis , dengan nama lambung BAROKAH MITABU , tidak ditemukan adanya tanda2 korban diseputar penemuan perahu tersebut, namun saat ini petugas terkait masih terus melakukan koordinasi untuk mencari informasi pasti pemilik / penumpang prau tersebut dalam kondisi aman. Sembari menunggu informasi pasti , petugas terus melakukan pemantauan seputar ditemukanya prau , untuk memastikan tidak ditemukan tanda tanda adanya korban

Untuk informasi pemilik prau dapat menghubungi petugas atau datang ke posko terpadu satlinmas rescue istimewa ( Sar Parangtritis )

Kronologi : pukul 14.30 WIB posko terpadu satlinmas rescue istimewa mendapat informasi adanya prau terombang ambing kadang terlihat kadang tenggelam di kawasan pantai parangtritis , petugas satlinmas rescue istimewa ( sar parangtritis ) dan ditpolairud polda DIY mendatangi lokasi dan mengevakuasi prau tersebut ke tempat yang lebih aman dan mencari adanya tanda tanda korban

(sarparangtritis_)"
Mon Jun 23 09:04:36 +0000 2025,"Veda Ega Pratama sukses jadi juara di Red Bull MotoGP Rookies Cup 2025. Start dari posisi dua, ia menyelesaikan balapan dengan finish di posisi pertama, disusul pebalap Spanyol David Gonzalez dan pebalap Itali Giulio Pugliese.

Selama balapan, Veda berjuang dengan gigih. Tekadnya begitu kuat untuk meraih kemenangan sekaligus mengharumkan nama bangsa. Veda mengaku tidak memiliki rencana khusus untuk memenangkan seri tersebut.

Siapa sebenarnya Veda Ega, bocah Jogja yang kini jadi bintang baru di kancah dunia? Yuk simak profil singkatnya!

(detikjogja_)"
Mon Jun 23 08:08:53 +0000 2025,"polda DIY menggelar penggeledahan ruangan kabid SD di kantor disdik gunungkidul

penggeledahan ini terkait dengan pengadaan alat tik pada tahun 2022

dengan kerugian negara sekitar 1 miliyard rupiah

(fokusgunungkidul) https://t.co/KoFHFHfIh9"
Mon Jun 23 07:55:52 +0000 2025,"min mau cerita dong
 jadi kemarin hari minggu siang, kan saya mau berangkat pkl dan naik trans jogja. pas bis datang, saya langsung pilih tempat duduk terdekat dari pintu di bis. dan saya bersebelahan dengan ibu-ibu yang sudah sepuh.
awalnya kita diem-dieman aja, tapi habis tu beliau ngajak ngobrol kaya saya mau turun dimana, begitu pula saya juga tanya ke beliau hal yang sama. terus gak lama kemudian, beliau ini ceritaa sebagian pahit manis hidup yang beliau alami.
yang bikin saya ikut seneng dari cerita beliau adalah, beliau rutin ikut senam di beberapa tempat, jadi istilahnya seperti membuat semangat ke beliau.
beliau cerita kalo punya cucu 17, buyut nya 2. fyi umur beliau bulan ini ke 73. nah cerita yang bikin sedih adalah, ""di umur saya yang segini, saya masih harus tetep cariin makan anak dan cucu-cucu saya, kalau enggak, nanti saya dikata-katain sama mereka"" katanya makian kalo gak a ya b. dan sebenarnya masih ada cerita lain yang bikin prihatin.

jujur sakit hati saya dengernya, beliau sudah sepuh tapi masih harus dituntut oleh anak cucunya untuk mencarikan makan ke mereka. kalau pas dapet, hanya disepelekan. beliau juga selalu menasehati saya untuk harus selalu menghormati orang tua, dan setiap cerita pasti ga nyebut ""dek"", tapi ""sayang"" 🥺. sebenarnya masih banyak tapi nanti ndak tambah panjang hehe.
pelajaran dari sini adalah, jangan pernah kita menyia-nyiakan orang tua kita apalagi selagi mereka masih ada. setiap langkah yang kita lakukan pasti ada doa dan ridho orang tua didalamnya. saya tidak tau nama beliau siapa, tapi dimanapun ibu berada semoga dalam keadaan sehat dan tidak kekurangan apapun. dari sini kita ambil positifnya saja nggih, sekian terima kasih sudah mau membaca 🙏🏻

(Mmeowmansion)"
Mon Jun 23 07:45:15 +0000 2025,"[Breaking News] Wisatawan asal Semarang YDW 17 tahun hanyut di Pantai Watu Kodok, Kemadang, Tanjungsari, Gunungkidul, Senin pagi. Hingga saat ini petugas gabungan tengah melakukan penyisiran.

(sekilas_gunungkidul) https://t.co/NBwydIJRWv"
Mon Jun 23 06:48:09 +0000 2025,"Info buka tutup jalur di Patuk , macet antrian panjang dari spbu patuk - kalipentung , karena ada perbaikan jalan .
Senin , 23 Juni 2025 .

(Frendi.nurrochman) https://t.co/RSDE4rwz2J"
Mon Jun 23 05:13:24 +0000 2025,"Monggo sedulur Jogja taati dan tertib berlalulintas di Jalan Raya

(jayeng_harjasa) https://t.co/7Z2iprz8Xt"
Mon Jun 23 05:04:31 +0000 2025,"Kami dari Satpol PP Kota Yogyakarta mengimbau kepada seluruh warga, khususnya anak-anak dan remaja, UNTUK TIDAK BERMAIN LAYANGAN di sekitar:
🚫 Jalan Raya
🚫 Flyover (terutama Flyover Lempuyangan)
🚫 Area padat kendaraan
🚫 Jaringan Listrik

JANGAN GUNAKAN TALI KAWAT ATAU BENANG GELASAN (TALI TAJAM)

‼️ Baru-baru ini telah terjadi insiden, di mana seorang pengendara motor mengalami luka di bagian leher akibat terkena senar layangan yang melintang di Flyover Lempuyangan.

(satpolppkotayogyakarta)"
Mon Jun 23 05:03:49 +0000 2025,"Mohon diloloskan min. 
Sekarang Transjogja Makin memprihatinkan. Tidak terawat. Sekarang banyak banget yang seperti ini Asep Ngebul. 

Mudah-mudahan bisa menjadi koreksi dr Pengelola Trans Jogja dan Pemerintah DIY supaya Transjogja tetap menjadi Angkutan yang Aman dan Nyaman di Daerah Istimewa Yogyakarta dan tidak merugikan Pengendara Lain akibat polusi yang ditimbulkan. 

Yogyakarta terus Berhati Nyaman.

(jakartacoret )"
Mon Jun 23 03:12:39 +0000 2025,"halo min izin mau cerita, tp sblmnya mohon username sy tdk di up yaa...

Jadi sya itu msh SMK, sya punya orangtua yg g peduli sma sya, sya sklh tidak pernah diberi uang saku, bahkan sya bawa bekal cuma goreng telur sja saya di marahin dibilang rakus dibilang egois lah padahal saya sklh pulang sore. saya tidak pernah nuntut seperti anak"" lainnya minta ini itu, bahkan kebutuhan sekolah untuk praktek sja sya juga tidak pernah mnta karna setiap sya mnta pun pasti tidak diberi dan justru Mlah dimarahin dn bakalan trs""an di ungkit. setiap study toor sklh pun sya tdk pernh ikut karna memaklumi kondisi ortu sya, mau nya ortu sya, sya dirumah, saya sdh selalu mengerjakan semua tugas rumah, setiap sklh hrs bangun subuh untuk masak nasi nyapu bikinin teh kopi dan bersihin semua halaman dan pulang sklh masih harus cuci baju.

karna ibu sya maunya kalau dia bangun rumah hrs sdh bersih dan ada mnum kalau tdk sya dimaki"" trs""an. kalau makan dirumah juga selalu dimarahin selalu dikatain ini itu, ibu sya serba perhitungan. kalo dia beli apa"" pasti di sembunyikan, bahkan sabun mandi odol Rinso disembunyikan. ibu sya juga selalu nyumpahin hidup sya bakalan g enak. ibu saya juga tidak pernah mendukung anaknya, pdahal sya suka ikut lomba"" tp dia selalu melarang saya dan selalu mengatakan bahwa itu bukan lah hal yg penting dan dia tidak bangga sama sekali denganku. Dan skrng posisi sya smkin bingung, sya blm lama ini di l3c3hkan oleh slh satu keluarga sya sndiri tp sya tidak di dukung dan di lindungi oleh ibuku justru malah semakin memojokkan aku, aq semakin dikata""in ini itu. saya sdh lama menutupi hal itu dari keluarga sya karna sya tau kalau saya bersuara pasti ttp sya yg dislhkan. saya tidak tau lagi mau bercerita ke siapa. saya lelah dg kondisi rumah, sedangkan sya harus bertahan untuk sekolah

tetapi biaya sklh ku banyak nunggak, sya sdh berkali kali diberitahu akan di drop dari sklh kalau tunggakan sya blm di cicil, sya mau cari kerja tp sya gda kendaraan,  saya punya usaha sndiri jual buket tp uangnya sdh terpakai untuk beli makan ku sehari dan kebutuhan ku lainnya dan tdk mempunyai modal lg untuk membeli bahan""nya. minta infonya kalau ad pekerjaan parttime  untuk pelajar mungkin daerah Bantul kalau ada atau mungkin yg bisa dikerjakan saya sdh tdk tau lgi mau bertahan hdp bgaimna🙏"
Mon Jun 23 01:58:09 +0000 2025,"Polda Daerah Istimewa Yogyakarta (DIY) telah menetapkan tujuh tersangka dalam kasus dugaan mafia tanah yang menimpa Mbah Tupon (68), warga Bantul. Dari total tersangka, enam orang telah dilakukan penahanan.

Keenam tersangka dihadirkan dalam rilis terkait perkembangan penanganan kasus dugaan mafia tanah di Mapolda DIY. Para tersangka yakni pria inisial BR (60) dan TK (54) warga Kasihan. Kemudian wanita inisial VW (50) warga Pundong, Bantul, laki-laki inisial Ty (50) warga Sewon, laki-laki inisial MA (47) dan wanita inisial IF (46) warga Kotagede.

Sementara tersangka yang belum ditahan yakni pria inisial AH (60), warga Kota Jogja.

Adapun barang bukti yang diamankan yakni SHM No 24451/Bangunjiwo atas nama IF, SH No 24452/Bangunjiwo atas nama Tupon Hadi, dan dokumen-dokumen lain yang berkaitan dengan perkara.

Komentarmu, Dab!

📹: sudut_yogyakarta

(detikjogja_)"
Mon Jun 23 01:50:09 +0000 2025,RT @TandasAwam: Ditemukan kartu flazz + tongkat tol di seputaran https://t.co/8KyWRDodNe Haryono hari Sabtu (21/6) sekitar jam 18.30. Bagi…
Mon Jun 23 01:00:29 +0000 2025,"terjadi kebakaran mobil pukul 06.10 di jalan Kaliurang atas kronologi kurang paham min krn posisi nya pas kebetulan lewat, semoga yg punya mobil di beri ketabahan🤲

(windhywlnn) https://t.co/QAQHYvlYBv"
Mon Jun 23 00:56:03 +0000 2025,"[Breaking News] 07:39 Menginformasikan min ,pagi ini di jembatan janti dari arah selatan terjadi lakalantas kronologi belu diketahui sudah ada pihak berwajib dihimbau pengendara hati hati melintasi jembatan janti 

Mohon nama saya dianonim ya min trimakasih https://t.co/DPGwLDebPv"
Mon Jun 23 00:36:29 +0000 2025,Selamat pagi ☕
Mon Jun 23 00:00:12 +0000 2025,"Kamu tau mumet?

Mumet itu kondisi dimana endas tidak singkron dengan suasana hati

Terlalu njepat menghadapi kenyataan yang semakin hari semakin abot!"
Sun Jun 22 16:27:16 +0000 2025,"Hidden place of southeast side Merapi.

(ramadhanady_) https://t.co/tvU7NEwxD3"
Sun Jun 22 16:23:16 +0000 2025,"Min mau cerita, tolong samarkan ya namaku.
Jadi ceritanya gini, aku adalah perantau anak koslah, niat hati pengen cari makan yg murah, karna sudah masak nasi dan cuman pen nambah lauk pelengkap saja, nah belilah aku telur dadar dan tahu goreng ? Tau min abis berapa😃 16 ribu min wkwk ini bukan perkara uangnya tapi min ngasih harganya engga wajarr, itu ga sama nasi min.
Nasi telur biasanya 10k ini telur doang 8k segitu mahal nya kah? Telur arab Kenya Makanya mahal.
Tapi gapapa udah dibeli biar jadi berkah buat aku yg beli, niat hati ingin ngelarisini karna warungnya sepi, oiya ini lokasinya di jl. Jnt** min, hati hati ya buat kalian para anak kos yg cari murah jangan sampai salah beli, tanya harga dulu pokoonyaaa."
Sun Jun 22 15:13:38 +0000 2025,"21:57 Malam min. Mau menginfokan bus nabrak kabel listrik di jalan godean dekat mirota godean, untuk saat ini pihak bis sudah meninggalkan lokasi dan belum ada koordinasi / komunikasi dengan pihak terkait. Mohon di bantu up. Nama akun Saya bisa disamarkan, saya hanya kebetulan melintas di lokasi"
Sun Jun 22 14:44:38 +0000 2025,"[Foto] Puncak Gunung Merapi, Jogjakarta

(gunarto_song) https://t.co/oBP3WeJuK8"
Sun Jun 22 13:37:13 +0000 2025,"Apakah di daerahmu masih ada tradisi  piring terbang ?

Tradisi piring terbang adalah tata cara menghidangkan makanan dengan menggunakan pramusaji kepada tamu undangan. Umumnya tradisi piring terbang digunakan pada acara besar seperti pernikahan, khitanan dll

Dinamakan piring terbang karena menu makanan untuk tamu tidak disajikan di meja prasmanan, melainkan diantar oleh pramusaji atau sinom langsung ke para tamu undangan.

Para sinom itu akan membawa nampan yang berisi makanan dan berkeliling di area tamu untuk dibagikan satu per satu. Tak hanya satu atau dua sinom, melainkan banyak.

Cara membawa nampannya diangkat setara dengan kepala. Kesibukan para sinom saat membawa nampan berisi makanan itulah yang membuat tradisi ini disebut sebagai piring terbang."
Sun Jun 22 13:10:46 +0000 2025,"Mubeng Beteng 

Kamis 26/06 pukul 23:00 wib - Selesai Kagungan Dalem Bangsal pancaniti, kompleks keben (Kamandungan lor) Keraton Yogyakarta 

Terbuka untuk umum https://t.co/jdD4jKKotY"
Sun Jun 22 13:03:53 +0000 2025,"SAYIDAN: Kalau Udah Lewat Sini, Apa Yang Paling Sering Kalian Ingat..!!

#sayidan #jogja #yogyakarta
(hajar_prasetyo) https://t.co/4xGaVvr5zo"
Sun Jun 22 11:30:32 +0000 2025,"Motor Tertukar 

Pengunjung Indomart Salah Ambil Motor di Indomart Munggur Godean. 

Kejadian terjadi di kawasan Indomart Munggur, Godean, Sleman, Yogyakarta. Sabtu, 21 Juni 2025 sekitar pukul 13.00 WIB

Peristiwa ini terjadi saat seorang ibu-ibu datang menggunakan motor yang ternyata memiliki kemiripan dengan motor milik karyawan yang bekerja di stand minuman indomart. 

Motor karyawan yang seharusnya adalah Honda Beat dengan nomor plat AB 4839 LX dan slebornya berwarna putih tertukar dengan motor milik pembeli indomart yang platnya bernomor AB 2574 BM (yang ada di foto) 

Bagi yang merasa memiliki motor ini, mohon untuk datang kembali ke indomart munggur godean atau menghubungi nomor 0899-4101-124."
Sun Jun 22 11:22:36 +0000 2025,"17:59 Min ada kecelakaan barusan d bawah underpass jakal.pemotor.

 himbauan min memang skr d under pass sana udah gak boleh lewat motor.karena sering terjadi kecelakaan.khususnya pengemudi roda dua

(Gendoetcraft) https://t.co/hgkVFA9RAw"
Sun Jun 22 08:36:35 +0000 2025,"kejadian di ud djaya jakal jam 10.00 pagi, mobil parkir ditabrak langsung kabur plat agak samar, yang terlihat mobil hitam plat B 

(raviarwin) https://t.co/ambqC4lNZ9"
Sun Jun 22 08:34:59 +0000 2025,"Beginilah kondisi sekarang parikan abu bakar ali.

Punya kenangan apa lur sama tempat parkiran ini?

Semoga ruang terbuka nanti memberikan manfaat bagi semuanya.
.
.
.
.
📍Yogyakarta

(adikaprayudi) https://t.co/A2vRKxRdLC"
Sun Jun 22 08:19:56 +0000 2025,"Bantu up min. Tolong di samarkan nama saya. 

Sangat di sayangkan, Malioboro yg di gadang-gadang menjadi ruang terbuka hijau. Di kotori dengan polusi udara, dari pembakaran sampah pihak benteng Vredeburg. Asapnya sangat mengganggu aktivitas di area Malioboro https://t.co/Iu83h3gH10"
Sun Jun 22 06:54:19 +0000 2025,"Share min,
Kepada pemilik tanah ini harap merawatnya, karena tanah ini dipenuhi semak belukar dan ditakutkan menjadi sarang ular sehingga meresahkan warga. Lokasi Jl. Bima, Rt.06 Rw.13 Gentan Sinduharjo Ngaglik Sleman Yogyakarta. Hari minggu pagi warga kerjabakti membersihakan lahan tersebut. Sudah diusut pengurus RW lahan tersebut tidak jelas kepemilikannya, diharapkan pemilik lahan menemui pengurus RW 13 Gentan setempat.

Ttd
Pengurus RW 13 Gentan

(Firman.hmd)"
Sun Jun 22 06:32:48 +0000 2025,"Setelah lama aman, tadi malam Sabtu, 21 Juni 25 pk. 23.02. Terjadi lagi pengendara yang tidak berhati-hati, sudah ada speedbum, barrier &amp; lampu yang cukup terang. Kejadian di Jl. Mangkuyudan &amp; Jl. Mantrijeron.

(Herubudi.setiawan) https://t.co/oABHfoz9je"
Sun Jun 22 04:20:05 +0000 2025,"Penampilan NDX AKA di even Mandiri Jogja Marathon 2025...
.
Prambanan, 22 Juni 2025.

(alga_fitrian) https://t.co/iFJaUmrxUk"
Sun Jun 22 03:01:44 +0000 2025,"Patuk macet parah hari ini min, ada acara rasulan. Yg mau wisata ke pantai, harap hati2 dan tetap tenang. https://t.co/hyzstCsUtE"
Sun Jun 22 02:47:51 +0000 2025,"Pagi ini terpantau pesepeda mundur memboncengkan sepeda di jalan kemasan Kotagede

(kuturbie) https://t.co/eL8jVngz5c"
Sun Jun 22 01:55:26 +0000 2025,", info untuk hari ini jalur Trans Jogja pasar jangkang dialihkan karena adanya event maraton, ini banyak yg nunggu di halte jangkang kasihan dah hampir 2jam, nama saya gak usah disertakan https://t.co/kU0PDDNHeb"
